Subsystem,Instance,Parameter,CurrentModelTarget,PlannedConfigKey,ConfigRecordCreated,ComponentParameterCreated,ActualTargetConnected,DefaultMatched,UnitConversion,Status
GNC,wheelX,Inertia_ZZ,Components.ReactionWheelXUnit.wheelHousing.I_33,SpacecraftDesignConfig.gnc.wheelX.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelY,SpeedLimit,Components.ReactionWheelYUnit.wheelSpeedLimit,SpacecraftDesignConfig.gnc.wheelY.SpeedLimit,True,True,True,True,rad/s -> SI,PASS
GNC,wheelY,MotorEfficiency,Components.ReactionWheelYUnit.motorEfficiency,SpacecraftDesignConfig.gnc.wheelY.MotorEfficiency,True,True,True,True,identity,PASS
GNC,wheelY,StandbyResistance,Components.ReactionWheelYUnit.driverLoss.R,SpacecraftDesignConfig.gnc.wheelY.StandbyResistance,True,True,True,True,Ω -> SI,PASS
GNC,wheelY,MaxTorque,Components.ReactionWheelYUnit.torqueLimit.uMax,SpacecraftDesignConfig.gnc.wheelY.MaxTorque,True,True,True,True,N·m -> SI,PASS
GNC,wheelY,RotorInertia,Components.ReactionWheelYUnit.rotor.J,SpacecraftDesignConfig.gnc.wheelY.RotorInertia,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelY,BearingDamping,Components.ReactionWheelYUnit.bearing.d,SpacecraftDesignConfig.gnc.wheelY.BearingDamping,True,True,True,True,N·m·s/rad -> SI,PASS
GNC,wheelY,HeatCapacity,Components.ReactionWheelYUnit.thermalMass.C,SpacecraftDesignConfig.gnc.wheelY.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,wheelY,MountConductance,Components.ReactionWheelYUnit.mountingPath.G,SpacecraftDesignConfig.gnc.wheelY.MountConductance,True,True,True,True,W/K -> SI,PASS
GNC,wheelY,Axis_X,Components.ReactionWheelYUnit.mount.n[1],SpacecraftDesignConfig.gnc.wheelY.Axis_X,True,True,True,True,identity,PASS
GNC,wheelY,Axis_Y,Components.ReactionWheelYUnit.mount.n[2],SpacecraftDesignConfig.gnc.wheelY.Axis_Y,True,True,True,True,identity,PASS
GNC,wheelY,Axis_Z,Components.ReactionWheelYUnit.mount.n[3],SpacecraftDesignConfig.gnc.wheelY.Axis_Z,True,True,True,True,identity,PASS
GNC,wheelY,Mass,Components.ReactionWheelYUnit.wheelHousing.m,SpacecraftDesignConfig.gnc.wheelY.Mass,True,True,True,True,kg -> SI,PASS
GNC,wheelY,RCM_X,Components.ReactionWheelYUnit.wheelHousing.r_CM[1],SpacecraftDesignConfig.gnc.wheelY.RCM_X,True,True,True,True,m -> SI,PASS
GNC,wheelY,RCM_Y,Components.ReactionWheelYUnit.wheelHousing.r_CM[2],SpacecraftDesignConfig.gnc.wheelY.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,wheelY,RCM_Z,Components.ReactionWheelYUnit.wheelHousing.r_CM[3],SpacecraftDesignConfig.gnc.wheelY.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,wheelY,Inertia_XX,Components.ReactionWheelYUnit.wheelHousing.I_11,SpacecraftDesignConfig.gnc.wheelY.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelY,Inertia_YY,Components.ReactionWheelYUnit.wheelHousing.I_22,SpacecraftDesignConfig.gnc.wheelY.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelY,Inertia_ZZ,Components.ReactionWheelYUnit.wheelHousing.I_33,SpacecraftDesignConfig.gnc.wheelY.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelZ,SpeedLimit,Components.ReactionWheelZUnit.wheelSpeedLimit,SpacecraftDesignConfig.gnc.wheelZ.SpeedLimit,True,True,True,True,rad/s -> SI,PASS
GNC,wheelZ,MotorEfficiency,Components.ReactionWheelZUnit.motorEfficiency,SpacecraftDesignConfig.gnc.wheelZ.MotorEfficiency,True,True,True,True,identity,PASS
GNC,wheelZ,StandbyResistance,Components.ReactionWheelZUnit.inverterLoss.R,SpacecraftDesignConfig.gnc.wheelZ.StandbyResistance,True,True,True,True,Ω -> SI,PASS
GNC,wheelZ,MaxTorque,Components.ReactionWheelZUnit.torqueLimit.uMax,SpacecraftDesignConfig.gnc.wheelZ.MaxTorque,True,True,True,True,N·m -> SI,PASS
GNC,wheelZ,RotorInertia,Components.ReactionWheelZUnit.rotor.J,SpacecraftDesignConfig.gnc.wheelZ.RotorInertia,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelZ,BearingDamping,Components.ReactionWheelZUnit.bearing.d,SpacecraftDesignConfig.gnc.wheelZ.BearingDamping,True,True,True,True,N·m·s/rad -> SI,PASS
GNC,wheelZ,HeatCapacity,Components.ReactionWheelZUnit.thermalMass.C,SpacecraftDesignConfig.gnc.wheelZ.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,wheelZ,MountConductance,Components.ReactionWheelZUnit.chassisPath.G,SpacecraftDesignConfig.gnc.wheelZ.MountConductance,True,True,True,True,W/K -> SI,PASS
GNC,wheelZ,Axis_X,Components.ReactionWheelZUnit.mount.n[1],SpacecraftDesignConfig.gnc.wheelZ.Axis_X,True,True,True,True,identity,PASS
GNC,wheelZ,Axis_Y,Components.ReactionWheelZUnit.mount.n[2],SpacecraftDesignConfig.gnc.wheelZ.Axis_Y,True,True,True,True,identity,PASS
GNC,wheelZ,Axis_Z,Components.ReactionWheelZUnit.mount.n[3],SpacecraftDesignConfig.gnc.wheelZ.Axis_Z,True,True,True,True,identity,PASS
GNC,wheelZ,Mass,Components.ReactionWheelZUnit.wheelHousing.m,SpacecraftDesignConfig.gnc.wheelZ.Mass,True,True,True,True,kg -> SI,PASS
GNC,wheelZ,RCM_X,Components.ReactionWheelZUnit.wheelHousing.r_CM[1],SpacecraftDesignConfig.gnc.wheelZ.RCM_X,True,True,True,True,m -> SI,PASS
GNC,wheelZ,RCM_Y,Components.ReactionWheelZUnit.wheelHousing.r_CM[2],SpacecraftDesignConfig.gnc.wheelZ.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,wheelZ,RCM_Z,Components.ReactionWheelZUnit.wheelHousing.r_CM[3],SpacecraftDesignConfig.gnc.wheelZ.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,wheelZ,Inertia_XX,Components.ReactionWheelZUnit.wheelHousing.I_11,SpacecraftDesignConfig.gnc.wheelZ.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelZ,Inertia_YY,Components.ReactionWheelZUnit.wheelHousing.I_22,SpacecraftDesignConfig.gnc.wheelZ.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelZ,Inertia_ZZ,Components.ReactionWheelZUnit.wheelHousing.I_33,SpacecraftDesignConfig.gnc.wheelZ.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelS,SpeedLimit,Components.ReactionWheelSUnit.wheelSpeedLimit,SpacecraftDesignConfig.gnc.wheelS.SpeedLimit,True,True,True,True,rad/s -> SI,PASS
GNC,wheelS,MotorEfficiency,Components.ReactionWheelSUnit.motorEfficiency,SpacecraftDesignConfig.gnc.wheelS.MotorEfficiency,True,True,True,True,identity,PASS
GNC,wheelS,StandbyResistance,Components.ReactionWheelSUnit.controllerLoss.R,SpacecraftDesignConfig.gnc.wheelS.StandbyResistance,True,True,True,True,Ω -> SI,PASS
GNC,wheelS,MaxTorque,Components.ReactionWheelSUnit.torqueLimit.uMax,SpacecraftDesignConfig.gnc.wheelS.MaxTorque,True,True,True,True,N·m -> SI,PASS
GNC,wheelS,RotorInertia,Components.ReactionWheelSUnit.rotor.J,SpacecraftDesignConfig.gnc.wheelS.RotorInertia,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelS,BearingDamping,Components.ReactionWheelSUnit.bearing.d,SpacecraftDesignConfig.gnc.wheelS.BearingDamping,True,True,True,True,N·m·s/rad -> SI,PASS
GNC,wheelS,HeatCapacity,Components.ReactionWheelSUnit.thermalMass.C,SpacecraftDesignConfig.gnc.wheelS.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,wheelS,MountConductance,Components.ReactionWheelSUnit.isolatorPath.G,SpacecraftDesignConfig.gnc.wheelS.MountConductance,True,True,True,True,W/K -> SI,PASS
GNC,wheelS,Axis_X,Components.ReactionWheelSUnit.mount.n[1],SpacecraftDesignConfig.gnc.wheelS.Axis_X,True,True,True,True,identity,PASS
GNC,wheelS,Axis_Y,Components.ReactionWheelSUnit.mount.n[2],SpacecraftDesignConfig.gnc.wheelS.Axis_Y,True,True,True,True,identity,PASS
GNC,wheelS,Axis_Z,Components.ReactionWheelSUnit.mount.n[3],SpacecraftDesignConfig.gnc.wheelS.Axis_Z,True,True,True,True,identity,PASS
GNC,wheelS,Mass,Components.ReactionWheelSUnit.wheelHousing.m,SpacecraftDesignConfig.gnc.wheelS.Mass,True,True,True,True,kg -> SI,PASS
GNC,wheelS,RCM_X,Components.ReactionWheelSUnit.wheelHousing.r_CM[1],SpacecraftDesignConfig.gnc.wheelS.RCM_X,True,True,True,True,m -> SI,PASS
GNC,wheelS,RCM_Y,Components.ReactionWheelSUnit.wheelHousing.r_CM[2],SpacecraftDesignConfig.gnc.wheelS.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,wheelS,RCM_Z,Components.ReactionWheelSUnit.wheelHousing.r_CM[3],SpacecraftDesignConfig.gnc.wheelS.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,wheelS,Inertia_XX,Components.ReactionWheelSUnit.wheelHousing.I_11,SpacecraftDesignConfig.gnc.wheelS.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelS,Inertia_YY,Components.ReactionWheelSUnit.wheelHousing.I_22,SpacecraftDesignConfig.gnc.wheelS.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,wheelS,Inertia_ZZ,Components.ReactionWheelSUnit.wheelHousing.I_33,SpacecraftDesignConfig.gnc.wheelS.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,starY,LoadResistance,Components.StarTrackerYUnit.imagerLoad.R,SpacecraftDesignConfig.gnc.starY.LoadResistance,True,True,True,True,Ω -> SI,PASS
GNC,starY,HeatCapacity,Components.StarTrackerYUnit.opticalHead.C,SpacecraftDesignConfig.gnc.starY.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,starY,MountConductance,Components.StarTrackerYUnit.baffleMount.G,SpacecraftDesignConfig.gnc.starY.MountConductance,True,True,True,True,W/K -> SI,PASS
GNC,starY,Mass,Components.StarTrackerYUnit.opticalBody.m,SpacecraftDesignConfig.gnc.starY.Mass,True,True,True,True,kg -> SI,PASS
GNC,starY,RCM_X,Components.StarTrackerYUnit.opticalBody.r_CM[1],SpacecraftDesignConfig.gnc.starY.RCM_X,True,True,True,True,m -> SI,PASS
GNC,starY,RCM_Y,Components.StarTrackerYUnit.opticalBody.r_CM[2],SpacecraftDesignConfig.gnc.starY.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,starY,RCM_Z,Components.StarTrackerYUnit.opticalBody.r_CM[3],SpacecraftDesignConfig.gnc.starY.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,starY,Inertia_XX,Components.StarTrackerYUnit.opticalBody.I_11,SpacecraftDesignConfig.gnc.starY.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,starY,Inertia_YY,Components.StarTrackerYUnit.opticalBody.I_22,SpacecraftDesignConfig.gnc.starY.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,starY,Inertia_ZZ,Components.StarTrackerYUnit.opticalBody.I_33,SpacecraftDesignConfig.gnc.starY.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,starZ,LoadResistance,Components.StarTrackerZUnit.trackerCalculation.activeResistance.R,SpacecraftDesignConfig.gnc.starZ.LoadResistance,True,True,True,True,Ω -> SI,PASS
GNC,starZ,HeatCapacity,Components.StarTrackerZUnit.focalPlane.C,SpacecraftDesignConfig.gnc.starZ.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,starZ,ThermalResistance,Components.StarTrackerZUnit.isolator.R,SpacecraftDesignConfig.gnc.starZ.ThermalResistance,True,True,True,True,K/W -> SI,PASS
GNC,starZ,EMIResistance,Components.StarTrackerZUnit.emiFilter.R,SpacecraftDesignConfig.gnc.starZ.EMIResistance,True,True,True,True,Ω -> SI,PASS
GNC,starZ,Mass,Components.StarTrackerZUnit.trackerBody.m,SpacecraftDesignConfig.gnc.starZ.Mass,True,True,True,True,kg -> SI,PASS
GNC,starZ,RCM_X,Components.StarTrackerZUnit.trackerBody.r_CM[1],SpacecraftDesignConfig.gnc.starZ.RCM_X,True,True,True,True,m -> SI,PASS
GNC,starZ,RCM_Y,Components.StarTrackerZUnit.trackerBody.r_CM[2],SpacecraftDesignConfig.gnc.starZ.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,starZ,RCM_Z,Components.StarTrackerZUnit.trackerBody.r_CM[3],SpacecraftDesignConfig.gnc.starZ.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,starZ,Inertia_XX,Components.StarTrackerZUnit.trackerBody.I_11,SpacecraftDesignConfig.gnc.starZ.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,starZ,Inertia_YY,Components.StarTrackerZUnit.trackerBody.I_22,SpacecraftDesignConfig.gnc.starZ.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,starZ,Inertia_ZZ,Components.StarTrackerZUnit.trackerBody.I_33,SpacecraftDesignConfig.gnc.starZ.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,rateGyro,LoadResistance,Components.RateGyroUnit.opticalLoad.R,SpacecraftDesignConfig.gnc.rateGyro.LoadResistance,True,True,True,True,Ω -> SI,PASS
GNC,rateGyro,HeatCapacity,Components.RateGyroUnit.gyroThermalMass.C,SpacecraftDesignConfig.gnc.rateGyro.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,rateGyro,MountConductance,Components.RateGyroUnit.flangePath.G,SpacecraftDesignConfig.gnc.rateGyro.MountConductance,True,True,True,True,W/K -> SI,PASS
GNC,rateGyro,Mass,Components.RateGyroUnit.gyroBody.m,SpacecraftDesignConfig.gnc.rateGyro.Mass,True,True,True,True,kg -> SI,PASS
GNC,rateGyro,RCM_X,Components.RateGyroUnit.gyroBody.r_CM[1],SpacecraftDesignConfig.gnc.rateGyro.RCM_X,True,True,True,True,m -> SI,PASS
GNC,rateGyro,RCM_Y,Components.RateGyroUnit.gyroBody.r_CM[2],SpacecraftDesignConfig.gnc.rateGyro.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,rateGyro,RCM_Z,Components.RateGyroUnit.gyroBody.r_CM[3],SpacecraftDesignConfig.gnc.rateGyro.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,rateGyro,Inertia_XX,Components.RateGyroUnit.gyroBody.I_11,SpacecraftDesignConfig.gnc.rateGyro.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,rateGyro,Inertia_YY,Components.RateGyroUnit.gyroBody.I_22,SpacecraftDesignConfig.gnc.rateGyro.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,rateGyro,Inertia_ZZ,Components.RateGyroUnit.gyroBody.I_33,SpacecraftDesignConfig.gnc.rateGyro.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,memsIMU,LoadResistance,Components.MEMSIMUUnit.sensorLoad.R,SpacecraftDesignConfig.gnc.memsIMU.LoadResistance,True,True,True,True,Ω -> SI,PASS
GNC,memsIMU,HeatCapacity,Components.MEMSIMUUnit.packageNode.C,SpacecraftDesignConfig.gnc.memsIMU.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,memsIMU,MountConductance,Components.MEMSIMUUnit.pcbPath.G,SpacecraftDesignConfig.gnc.memsIMU.MountConductance,True,True,True,True,W/K -> SI,PASS
GNC,memsIMU,Mass,Components.MEMSIMUUnit.imuBody.m,SpacecraftDesignConfig.gnc.memsIMU.Mass,True,True,True,True,kg -> SI,PASS
GNC,memsIMU,RCM_X,Components.MEMSIMUUnit.imuBody.r_CM[1],SpacecraftDesignConfig.gnc.memsIMU.RCM_X,True,True,True,True,m -> SI,PASS
GNC,memsIMU,RCM_Y,Components.MEMSIMUUnit.imuBody.r_CM[2],SpacecraftDesignConfig.gnc.memsIMU.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,memsIMU,RCM_Z,Components.MEMSIMUUnit.imuBody.r_CM[3],SpacecraftDesignConfig.gnc.memsIMU.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,memsIMU,Inertia_XX,Components.MEMSIMUUnit.imuBody.I_11,SpacecraftDesignConfig.gnc.memsIMU.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,memsIMU,Inertia_YY,Components.MEMSIMUUnit.imuBody.I_22,SpacecraftDesignConfig.gnc.memsIMU.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,memsIMU,Inertia_ZZ,Components.MEMSIMUUnit.imuBody.I_33,SpacecraftDesignConfig.gnc.memsIMU.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,magnetometer,LoadResistance,Components.MagnetometerUnit.bridgeLoad.R,SpacecraftDesignConfig.gnc.magnetometer.LoadResistance,True,True,True,True,Ω -> SI,PASS
GNC,magnetometer,HeatCapacity,Components.MagnetometerUnit.sensorNode.C,SpacecraftDesignConfig.gnc.magnetometer.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,magnetometer,MountConductance,Components.MagnetometerUnit.boom.G,SpacecraftDesignConfig.gnc.magnetometer.MountConductance,True,True,True,True,W/K -> SI,PASS
GNC,magnetometer,Mass,Components.MagnetometerUnit.sensorBody.m,SpacecraftDesignConfig.gnc.magnetometer.Mass,True,True,True,True,kg -> SI,PASS
GNC,magnetometer,RCM_X,Components.MagnetometerUnit.sensorBody.r_CM[1],SpacecraftDesignConfig.gnc.magnetometer.RCM_X,True,True,True,True,m -> SI,PASS
GNC,magnetometer,RCM_Y,Components.MagnetometerUnit.sensorBody.r_CM[2],SpacecraftDesignConfig.gnc.magnetometer.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,magnetometer,RCM_Z,Components.MagnetometerUnit.sensorBody.r_CM[3],SpacecraftDesignConfig.gnc.magnetometer.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,magnetometer,Inertia_XX,Components.MagnetometerUnit.sensorBody.I_11,SpacecraftDesignConfig.gnc.magnetometer.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,magnetometer,Inertia_YY,Components.MagnetometerUnit.sensorBody.I_22,SpacecraftDesignConfig.gnc.magnetometer.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,magnetometer,Inertia_ZZ,Components.MagnetometerUnit.sensorBody.I_33,SpacecraftDesignConfig.gnc.magnetometer.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,sunSensor,LoadResistance,Components.SunSensorUnit.quadrantLoad.R,SpacecraftDesignConfig.gnc.sunSensor.LoadResistance,True,True,True,True,Ω -> SI,PASS
GNC,sunSensor,HeatCapacity,Components.SunSensorUnit.head.C,SpacecraftDesignConfig.gnc.sunSensor.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,sunSensor,MountConductance,Components.SunSensorUnit.mount.G,SpacecraftDesignConfig.gnc.sunSensor.MountConductance,True,True,True,True,W/K -> SI,PASS
GNC,sunSensor,Mass,Components.SunSensorUnit.headBody.m,SpacecraftDesignConfig.gnc.sunSensor.Mass,True,True,True,True,kg -> SI,PASS
GNC,sunSensor,RCM_X,Components.SunSensorUnit.headBody.r_CM[1],SpacecraftDesignConfig.gnc.sunSensor.RCM_X,True,True,True,True,m -> SI,PASS
GNC,sunSensor,RCM_Y,Components.SunSensorUnit.headBody.r_CM[2],SpacecraftDesignConfig.gnc.sunSensor.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,sunSensor,RCM_Z,Components.SunSensorUnit.headBody.r_CM[3],SpacecraftDesignConfig.gnc.sunSensor.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,sunSensor,Inertia_XX,Components.SunSensorUnit.headBody.I_11,SpacecraftDesignConfig.gnc.sunSensor.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,sunSensor,Inertia_YY,Components.SunSensorUnit.headBody.I_22,SpacecraftDesignConfig.gnc.sunSensor.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,sunSensor,Inertia_ZZ,Components.SunSensorUnit.headBody.I_33,SpacecraftDesignConfig.gnc.sunSensor.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
GNC,magnetorquer,CoilCurrentLimit,Components.MagnetorquerUnit.coilCurrentLimit,SpacecraftDesignConfig.gnc.magnetorquer.CoilCurrentLimit,True,True,True,True,A -> SI,PASS
GNC,magnetorquer,DipolePerAmpere_X,Components.MagnetorquerUnit.dipolePerAmpere[1],SpacecraftDesignConfig.gnc.magnetorquer.DipolePerAmpere_X,True,True,True,True,A·m²/A -> SI,PASS
GNC,magnetorquer,DipolePerAmpere_Y,Components.MagnetorquerUnit.dipolePerAmpere[2],SpacecraftDesignConfig.gnc.magnetorquer.DipolePerAmpere_Y,True,True,True,True,A·m²/A -> SI,PASS
GNC,magnetorquer,DipolePerAmpere_Z,Components.MagnetorquerUnit.dipolePerAmpere[3],SpacecraftDesignConfig.gnc.magnetorquer.DipolePerAmpere_Z,True,True,True,True,A·m²/A -> SI,PASS
GNC,magnetorquer,HeatCapacity,Components.MagnetorquerUnit.coilThermalMass.C,SpacecraftDesignConfig.gnc.magnetorquer.HeatCapacity,True,True,True,True,J/K -> SI,PASS
GNC,magnetorquer,MountConductance,Components.MagnetorquerUnit.framePath.G,SpacecraftDesignConfig.gnc.magnetorquer.MountConductance,True,True,True,True,W/K -> SI,PASS
GNC,magnetorquer,Mass,Components.MagnetorquerUnit.rods.m,SpacecraftDesignConfig.gnc.magnetorquer.Mass,True,True,True,True,kg -> SI,PASS
GNC,magnetorquer,RCM_X,Components.MagnetorquerUnit.rods.r_CM[1],SpacecraftDesignConfig.gnc.magnetorquer.RCM_X,True,True,True,True,m -> SI,PASS
GNC,magnetorquer,RCM_Y,Components.MagnetorquerUnit.rods.r_CM[2],SpacecraftDesignConfig.gnc.magnetorquer.RCM_Y,True,True,True,True,m -> SI,PASS
GNC,magnetorquer,RCM_Z,Components.MagnetorquerUnit.rods.r_CM[3],SpacecraftDesignConfig.gnc.magnetorquer.RCM_Z,True,True,True,True,m -> SI,PASS
GNC,magnetorquer,Inertia_XX,Components.MagnetorquerUnit.rods.I_11,SpacecraftDesignConfig.gnc.magnetorquer.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
GNC,magnetorquer,Inertia_YY,Components.MagnetorquerUnit.rods.I_22,SpacecraftDesignConfig.gnc.magnetorquer.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
GNC,magnetorquer,Inertia_ZZ,Components.MagnetorquerUnit.rods.I_33,SpacecraftDesignConfig.gnc.magnetorquer.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Payload,earthCamera,RawImageSize,Components.EarthObservationCameraUnit.rawImageSize,SpacecraftDesignConfig.payload.earthCamera.RawImageSize,True,True,True,True,identity,PASS
Payload,earthCamera,StoredImageSize,Components.EarthObservationCameraUnit.storedImageSize,SpacecraftDesignConfig.payload.earthCamera.StoredImageSize,True,True,True,True,identity,PASS
Payload,earthCamera,CaptureDuration,Components.EarthObservationCameraUnit.nominalCaptureDuration,SpacecraftDesignConfig.payload.earthCamera.CaptureDuration,True,True,True,True,s -> SI,PASS
Payload,earthCamera,FocalElectronicsResistance,Components.EarthObservationCameraUnit.focalElectronics.R,SpacecraftDesignConfig.payload.earthCamera.FocalElectronicsResistance,True,True,True,True,Ω -> SI,PASS
Payload,earthCamera,FocalHeaterResistance,Components.EarthObservationCameraUnit.cameraCalculation.focalHeaterResistance,SpacecraftDesignConfig.payload.earthCamera.FocalHeaterResistance,True,True,True,True,Ω -> SI,PASS
Payload,earthCamera,OpticalBenchHeatCapacity,Components.EarthObservationCameraUnit.opticalBench.C,SpacecraftDesignConfig.payload.earthCamera.OpticalBenchHeatCapacity,True,True,True,True,J/K -> SI,PASS
Payload,earthCamera,FocalBoxHeatCapacity,Components.EarthObservationCameraUnit.focalBox.C,SpacecraftDesignConfig.payload.earthCamera.FocalBoxHeatCapacity,True,True,True,True,J/K -> SI,PASS
Payload,earthCamera,OpticalMountConductance,Components.EarthObservationCameraUnit.opticalMount.G,SpacecraftDesignConfig.payload.earthCamera.OpticalMountConductance,True,True,True,True,W/K -> SI,PASS
Payload,earthCamera,FocalCouplingConductance,Components.EarthObservationCameraUnit.focalCoupling.G,SpacecraftDesignConfig.payload.earthCamera.FocalCouplingConductance,True,True,True,True,W/K -> SI,PASS
Payload,earthCamera,FocalMountConductance,Components.EarthObservationCameraUnit.focalMount.G,SpacecraftDesignConfig.payload.earthCamera.FocalMountConductance,True,True,True,True,W/K -> SI,PASS
Payload,earthCamera,Mass,Components.EarthObservationCameraUnit.telescopeBody.m,SpacecraftDesignConfig.payload.earthCamera.Mass,True,True,True,True,kg -> SI,PASS
Payload,earthCamera,RCM_X,Components.EarthObservationCameraUnit.telescopeBody.r_CM[1],SpacecraftDesignConfig.payload.earthCamera.RCM_X,True,True,True,True,m -> SI,PASS
Payload,earthCamera,RCM_Y,Components.EarthObservationCameraUnit.telescopeBody.r_CM[2],SpacecraftDesignConfig.payload.earthCamera.RCM_Y,True,True,True,True,m -> SI,PASS
Payload,earthCamera,RCM_Z,Components.EarthObservationCameraUnit.telescopeBody.r_CM[3],SpacecraftDesignConfig.payload.earthCamera.RCM_Z,True,True,True,True,m -> SI,PASS
Payload,earthCamera,Inertia_XX,Components.EarthObservationCameraUnit.telescopeBody.I_11,SpacecraftDesignConfig.payload.earthCamera.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Payload,earthCamera,Inertia_YY,Components.EarthObservationCameraUnit.telescopeBody.I_22,SpacecraftDesignConfig.payload.earthCamera.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Payload,earthCamera,Inertia_ZZ,Components.EarthObservationCameraUnit.telescopeBody.I_33,SpacecraftDesignConfig.payload.earthCamera.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Payload,selfieCamera,ImagingDataRate,Components.SelfieCameraUnit.imagingDataRate,SpacecraftDesignConfig.payload.selfieCamera.ImagingDataRate,True,True,True,True,identity,PASS
Payload,selfieCamera,CMOSLoadResistance,Components.SelfieCameraUnit.cmosLoad.R,SpacecraftDesignConfig.payload.selfieCamera.CMOSLoadResistance,True,True,True,True,Ω -> SI,PASS
Payload,selfieCamera,ImagerHeatCapacity,Components.SelfieCameraUnit.imager.C,SpacecraftDesignConfig.payload.selfieCamera.ImagerHeatCapacity,True,True,True,True,J/K -> SI,PASS
Payload,selfieCamera,MountConductance,Components.SelfieCameraUnit.bracket.G,SpacecraftDesignConfig.payload.selfieCamera.MountConductance,True,True,True,True,W/K -> SI,PASS
Payload,selfieCamera,Mass,Components.SelfieCameraUnit.cameraBody.m,SpacecraftDesignConfig.payload.selfieCamera.Mass,True,True,True,True,kg -> SI,PASS
Payload,selfieCamera,RCM_X,Components.SelfieCameraUnit.cameraBody.r_CM[1],SpacecraftDesignConfig.payload.selfieCamera.RCM_X,True,True,True,True,m -> SI,PASS
Payload,selfieCamera,RCM_Y,Components.SelfieCameraUnit.cameraBody.r_CM[2],SpacecraftDesignConfig.payload.selfieCamera.RCM_Y,True,True,True,True,m -> SI,PASS
