Kind,Subsystem,Instance,ComponentModel,Category,Parameter,ExcelValue,Unit,UseDefault,ResolvedValue,ResolvedSIValue,ConfigKey,ModelicaTarget,ChangedFromDefault
Component,EPS,pcdu,Components.PowerConditioningUnit,Thermal,MountConductance,0.2,W/K,True,0.2,0.2,SpacecraftDesignConfig.eps.pcdu.MountConductance,Components.PowerConditioningUnit.mounting.G,False
Component,EPS,pcdu,Components.PowerConditioningUnit,Mechanical,Mass,0.72,kg,True,0.72,0.72,SpacecraftDesignConfig.eps.pcdu.Mass,Components.PowerConditioningUnit.boardBody.m,False
Component,EPS,pcdu,Components.PowerConditioningUnit,Mechanical,RCM_X,0,m,True,0.0,0.0,SpacecraftDesignConfig.eps.pcdu.RCM_X,Components.PowerConditioningUnit.boardBody.r_CM[1],False
Component,EPS,pcdu,Components.PowerConditioningUnit,Mechanical,RCM_Y,0,m,True,0.0,0.0,SpacecraftDesignConfig.eps.pcdu.RCM_Y,Components.PowerConditioningUnit.boardBody.r_CM[2],False
Component,EPS,pcdu,Components.PowerConditioningUnit,Mechanical,RCM_Z,0,m,True,0.0,0.0,SpacecraftDesignConfig.eps.pcdu.RCM_Z,Components.PowerConditioningUnit.boardBody.r_CM[3],False
Component,EPS,pcdu,Components.PowerConditioningUnit,Mechanical,Inertia_XX,0.002,kg·m²,True,0.002,0.002,SpacecraftDesignConfig.eps.pcdu.Inertia_XX,Components.PowerConditioningUnit.boardBody.I_11,False
Component,EPS,pcdu,Components.PowerConditioningUnit,Mechanical,Inertia_YY,0.003,kg·m²,True,0.003,0.003,SpacecraftDesignConfig.eps.pcdu.Inertia_YY,Components.PowerConditioningUnit.boardBody.I_22,False
Component,EPS,pcdu,Components.PowerConditioningUnit,Mechanical,Inertia_ZZ,0.002,kg·m²,True,0.002,0.002,SpacecraftDesignConfig.eps.pcdu.Inertia_ZZ,Components.PowerConditioningUnit.boardBody.I_33,False
Component,GNC,computer,Components.GNCComputerUnit,Electrical,ProcessorLoadResistance,86.7,Ω,True,86.7,86.7,SpacecraftDesignConfig.gnc.computer.ProcessorLoadResistance,Components.GNCComputerUnit.processorLoad.R,False
Component,GNC,computer,Components.GNCComputerUnit,Thermal,HeatCapacity,210,J/K,True,210.0,210.0,SpacecraftDesignConfig.gnc.computer.HeatCapacity,Components.GNCComputerUnit.electronics.C,False
Component,GNC,computer,Components.GNCComputerUnit,Thermal,MountConductance,0.38,W/K,True,0.38,0.38,SpacecraftDesignConfig.gnc.computer.MountConductance,Components.GNCComputerUnit.baseplate.G,False
Component,GNC,computer,Components.GNCComputerUnit,Mechanical,Mass,0.39,kg,True,0.39,0.39,SpacecraftDesignConfig.gnc.computer.Mass,Components.GNCComputerUnit.unitBody.m,False
Component,GNC,computer,Components.GNCComputerUnit,Mechanical,RCM_X,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.computer.RCM_X,Components.GNCComputerUnit.unitBody.r_CM[1],False
Component,GNC,computer,Components.GNCComputerUnit,Mechanical,RCM_Y,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.computer.RCM_Y,Components.GNCComputerUnit.unitBody.r_CM[2],False
Component,GNC,computer,Components.GNCComputerUnit,Mechanical,RCM_Z,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.computer.RCM_Z,Components.GNCComputerUnit.unitBody.r_CM[3],False
Component,GNC,computer,Components.GNCComputerUnit,Mechanical,Inertia_XX,0.001,kg·m²,True,0.001,0.001,SpacecraftDesignConfig.gnc.computer.Inertia_XX,Components.GNCComputerUnit.unitBody.I_11,False
Component,GNC,computer,Components.GNCComputerUnit,Mechanical,Inertia_YY,0.0012,kg·m²,True,0.0012,0.0012,SpacecraftDesignConfig.gnc.computer.Inertia_YY,Components.GNCComputerUnit.unitBody.I_22,False
Component,GNC,computer,Components.GNCComputerUnit,Mechanical,Inertia_ZZ,0.001,kg·m²,True,0.001,0.001,SpacecraftDesignConfig.gnc.computer.Inertia_ZZ,Components.GNCComputerUnit.unitBody.I_33,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Functional,SpeedLimit,628.3185307,rad/s,True,628.3185307,628.3185307,SpacecraftDesignConfig.gnc.wheelX.SpeedLimit,Components.ReactionWheelXUnit.wheelSpeedLimit,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Electrical,MotorEfficiency,1,1,True,1.0,1.0,SpacecraftDesignConfig.gnc.wheelX.MotorEfficiency,Components.ReactionWheelXUnit.motorEfficiency,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Electrical,StandbyResistance,253,Ω,True,253.0,253.0,SpacecraftDesignConfig.gnc.wheelX.StandbyResistance,Components.ReactionWheelXUnit.driveElectronics.R,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Functional,MaxTorque,0.01,N·m,True,0.01,0.01,SpacecraftDesignConfig.gnc.wheelX.MaxTorque,Components.ReactionWheelXUnit.torqueLimit.uMax,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,RotorInertia,9.5e-05,kg·m²,True,9.5e-05,9.5e-05,SpacecraftDesignConfig.gnc.wheelX.RotorInertia,Components.ReactionWheelXUnit.rotor.J,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,BearingDamping,1.1e-07,N·m·s/rad,True,1.1e-07,1.1e-07,SpacecraftDesignConfig.gnc.wheelX.BearingDamping,Components.ReactionWheelXUnit.bearing.d,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Thermal,HeatCapacity,112,J/K,True,112.0,112.0,SpacecraftDesignConfig.gnc.wheelX.HeatCapacity,Components.ReactionWheelXUnit.wheelThermalMass.C,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Thermal,MountConductance,0.075,W/K,True,0.075,0.075,SpacecraftDesignConfig.gnc.wheelX.MountConductance,Components.ReactionWheelXUnit.casePath.G,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,Axis_X,1,1,True,1.0,1.0,SpacecraftDesignConfig.gnc.wheelX.Axis_X,Components.ReactionWheelXUnit.mount.n[1],False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,Axis_Y,0,1,True,0.0,0.0,SpacecraftDesignConfig.gnc.wheelX.Axis_Y,Components.ReactionWheelXUnit.mount.n[2],False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,Axis_Z,0,1,True,0.0,0.0,SpacecraftDesignConfig.gnc.wheelX.Axis_Z,Components.ReactionWheelXUnit.mount.n[3],False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,Mass,0.18,kg,True,0.18,0.18,SpacecraftDesignConfig.gnc.wheelX.Mass,Components.ReactionWheelXUnit.wheelHousing.m,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,RCM_X,-0.06,m,True,-0.06,-0.06,SpacecraftDesignConfig.gnc.wheelX.RCM_X,Components.ReactionWheelXUnit.wheelHousing.r_CM[1],False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,RCM_Y,-0.04,m,True,-0.04,-0.04,SpacecraftDesignConfig.gnc.wheelX.RCM_Y,Components.ReactionWheelXUnit.wheelHousing.r_CM[2],False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,RCM_Z,0.12,m,True,0.12,0.12,SpacecraftDesignConfig.gnc.wheelX.RCM_Z,Components.ReactionWheelXUnit.wheelHousing.r_CM[3],False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,Inertia_XX,5.1e-05,kg·m²,True,5.1e-05,5.1e-05,SpacecraftDesignConfig.gnc.wheelX.Inertia_XX,Components.ReactionWheelXUnit.wheelHousing.I_11,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,Inertia_YY,5.1e-05,kg·m²,True,5.1e-05,5.1e-05,SpacecraftDesignConfig.gnc.wheelX.Inertia_YY,Components.ReactionWheelXUnit.wheelHousing.I_22,False
Component,GNC,wheelX,Components.ReactionWheelXUnit,Mechanical,Inertia_ZZ,7.5e-05,kg·m²,True,7.5e-05,7.5e-05,SpacecraftDesignConfig.gnc.wheelX.Inertia_ZZ,Components.ReactionWheelXUnit.wheelHousing.I_33,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Functional,SpeedLimit,628.3185307,rad/s,True,628.3185307,628.3185307,SpacecraftDesignConfig.gnc.wheelY.SpeedLimit,Components.ReactionWheelYUnit.wheelSpeedLimit,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Electrical,MotorEfficiency,1,1,True,1.0,1.0,SpacecraftDesignConfig.gnc.wheelY.MotorEfficiency,Components.ReactionWheelYUnit.motorEfficiency,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Electrical,StandbyResistance,337,Ω,True,337.0,337.0,SpacecraftDesignConfig.gnc.wheelY.StandbyResistance,Components.ReactionWheelYUnit.driverLoss.R,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Functional,MaxTorque,0.01,N·m,True,0.01,0.01,SpacecraftDesignConfig.gnc.wheelY.MaxTorque,Components.ReactionWheelYUnit.torqueLimit.uMax,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,RotorInertia,9.8e-05,kg·m²,True,9.8e-05,9.8e-05,SpacecraftDesignConfig.gnc.wheelY.RotorInertia,Components.ReactionWheelYUnit.rotor.J,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,BearingDamping,1.3e-07,N·m·s/rad,True,1.3e-07,1.3e-07,SpacecraftDesignConfig.gnc.wheelY.BearingDamping,Components.ReactionWheelYUnit.bearing.d,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Thermal,HeatCapacity,108,J/K,True,108.0,108.0,SpacecraftDesignConfig.gnc.wheelY.HeatCapacity,Components.ReactionWheelYUnit.thermalMass.C,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Thermal,MountConductance,0.35,W/K,True,0.35,0.35,SpacecraftDesignConfig.gnc.wheelY.MountConductance,Components.ReactionWheelYUnit.mountingPath.G,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,Axis_X,0,1,True,0.0,0.0,SpacecraftDesignConfig.gnc.wheelY.Axis_X,Components.ReactionWheelYUnit.mount.n[1],False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,Axis_Y,1,1,True,1.0,1.0,SpacecraftDesignConfig.gnc.wheelY.Axis_Y,Components.ReactionWheelYUnit.mount.n[2],False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,Axis_Z,0,1,True,0.0,0.0,SpacecraftDesignConfig.gnc.wheelY.Axis_Z,Components.ReactionWheelYUnit.mount.n[3],False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,Mass,0.18,kg,True,0.18,0.18,SpacecraftDesignConfig.gnc.wheelY.Mass,Components.ReactionWheelYUnit.wheelHousing.m,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,RCM_X,0.06,m,True,0.06,0.06,SpacecraftDesignConfig.gnc.wheelY.RCM_X,Components.ReactionWheelYUnit.wheelHousing.r_CM[1],False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,RCM_Y,-0.04,m,True,-0.04,-0.04,SpacecraftDesignConfig.gnc.wheelY.RCM_Y,Components.ReactionWheelYUnit.wheelHousing.r_CM[2],False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,RCM_Z,0.12,m,True,0.12,0.12,SpacecraftDesignConfig.gnc.wheelY.RCM_Z,Components.ReactionWheelYUnit.wheelHousing.r_CM[3],False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,Inertia_XX,5.1e-05,kg·m²,True,5.1e-05,5.1e-05,SpacecraftDesignConfig.gnc.wheelY.Inertia_XX,Components.ReactionWheelYUnit.wheelHousing.I_11,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,Inertia_YY,5.1e-05,kg·m²,True,5.1e-05,5.1e-05,SpacecraftDesignConfig.gnc.wheelY.Inertia_YY,Components.ReactionWheelYUnit.wheelHousing.I_22,False
Component,GNC,wheelY,Components.ReactionWheelYUnit,Mechanical,Inertia_ZZ,7.5e-05,kg·m²,True,7.5e-05,7.5e-05,SpacecraftDesignConfig.gnc.wheelY.Inertia_ZZ,Components.ReactionWheelYUnit.wheelHousing.I_33,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Functional,SpeedLimit,628.3185307,rad/s,True,628.3185307,628.3185307,SpacecraftDesignConfig.gnc.wheelZ.SpeedLimit,Components.ReactionWheelZUnit.wheelSpeedLimit,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Electrical,MotorEfficiency,1,1,True,1.0,1.0,SpacecraftDesignConfig.gnc.wheelZ.MotorEfficiency,Components.ReactionWheelZUnit.motorEfficiency,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Electrical,StandbyResistance,270,Ω,True,270.0,270.0,SpacecraftDesignConfig.gnc.wheelZ.StandbyResistance,Components.ReactionWheelZUnit.inverterLoss.R,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Functional,MaxTorque,0.01,N·m,True,0.01,0.01,SpacecraftDesignConfig.gnc.wheelZ.MaxTorque,Components.ReactionWheelZUnit.torqueLimit.uMax,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,RotorInertia,9.3e-05,kg·m²,True,9.3e-05,9.3e-05,SpacecraftDesignConfig.gnc.wheelZ.RotorInertia,Components.ReactionWheelZUnit.rotor.J,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,BearingDamping,9e-08,N·m·s/rad,True,9e-08,9e-08,SpacecraftDesignConfig.gnc.wheelZ.BearingDamping,Components.ReactionWheelZUnit.bearing.d,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Thermal,HeatCapacity,115,J/K,True,115.0,115.0,SpacecraftDesignConfig.gnc.wheelZ.HeatCapacity,Components.ReactionWheelZUnit.thermalMass.C,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Thermal,MountConductance,0.075,W/K,True,0.075,0.075,SpacecraftDesignConfig.gnc.wheelZ.MountConductance,Components.ReactionWheelZUnit.chassisPath.G,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,Axis_X,0,1,True,0.0,0.0,SpacecraftDesignConfig.gnc.wheelZ.Axis_X,Components.ReactionWheelZUnit.mount.n[1],False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,Axis_Y,0,1,True,0.0,0.0,SpacecraftDesignConfig.gnc.wheelZ.Axis_Y,Components.ReactionWheelZUnit.mount.n[2],False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,Axis_Z,1,1,True,1.0,1.0,SpacecraftDesignConfig.gnc.wheelZ.Axis_Z,Components.ReactionWheelZUnit.mount.n[3],False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,Mass,0.18,kg,True,0.18,0.18,SpacecraftDesignConfig.gnc.wheelZ.Mass,Components.ReactionWheelZUnit.wheelHousing.m,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,RCM_X,-0.06,m,True,-0.06,-0.06,SpacecraftDesignConfig.gnc.wheelZ.RCM_X,Components.ReactionWheelZUnit.wheelHousing.r_CM[1],False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,RCM_Y,0.04,m,True,0.04,0.04,SpacecraftDesignConfig.gnc.wheelZ.RCM_Y,Components.ReactionWheelZUnit.wheelHousing.r_CM[2],False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,RCM_Z,0.12,m,True,0.12,0.12,SpacecraftDesignConfig.gnc.wheelZ.RCM_Z,Components.ReactionWheelZUnit.wheelHousing.r_CM[3],False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,Inertia_XX,5.1e-05,kg·m²,True,5.1e-05,5.1e-05,SpacecraftDesignConfig.gnc.wheelZ.Inertia_XX,Components.ReactionWheelZUnit.wheelHousing.I_11,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,Inertia_YY,5.1e-05,kg·m²,True,5.1e-05,5.1e-05,SpacecraftDesignConfig.gnc.wheelZ.Inertia_YY,Components.ReactionWheelZUnit.wheelHousing.I_22,False
Component,GNC,wheelZ,Components.ReactionWheelZUnit,Mechanical,Inertia_ZZ,7.5e-05,kg·m²,True,7.5e-05,7.5e-05,SpacecraftDesignConfig.gnc.wheelZ.Inertia_ZZ,Components.ReactionWheelZUnit.wheelHousing.I_33,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Functional,SpeedLimit,628.3185307,rad/s,True,628.3185307,628.3185307,SpacecraftDesignConfig.gnc.wheelS.SpeedLimit,Components.ReactionWheelSUnit.wheelSpeedLimit,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Electrical,MotorEfficiency,1,1,True,1.0,1.0,SpacecraftDesignConfig.gnc.wheelS.MotorEfficiency,Components.ReactionWheelSUnit.motorEfficiency,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Electrical,StandbyResistance,1000000,Ω,True,1000000.0,1000000.0,SpacecraftDesignConfig.gnc.wheelS.StandbyResistance,Components.ReactionWheelSUnit.controllerLoss.R,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Functional,MaxTorque,0.0038,N·m,True,0.0038,0.0038,SpacecraftDesignConfig.gnc.wheelS.MaxTorque,Components.ReactionWheelSUnit.torqueLimit.uMax,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,RotorInertia,0.000102,kg·m²,True,0.000102,0.000102,SpacecraftDesignConfig.gnc.wheelS.RotorInertia,Components.ReactionWheelSUnit.rotor.J,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,BearingDamping,1.4e-07,N·m·s/rad,True,1.4e-07,1.4e-07,SpacecraftDesignConfig.gnc.wheelS.BearingDamping,Components.ReactionWheelSUnit.bearing.d,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Thermal,HeatCapacity,120,J/K,True,120.0,120.0,SpacecraftDesignConfig.gnc.wheelS.HeatCapacity,Components.ReactionWheelSUnit.thermalMass.C,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Thermal,MountConductance,0.08,W/K,True,0.08,0.08,SpacecraftDesignConfig.gnc.wheelS.MountConductance,Components.ReactionWheelSUnit.isolatorPath.G,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,Axis_X,0.577350269,1,True,0.577350269,0.577350269,SpacecraftDesignConfig.gnc.wheelS.Axis_X,Components.ReactionWheelSUnit.mount.n[1],False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,Axis_Y,0.577350269,1,True,0.577350269,0.577350269,SpacecraftDesignConfig.gnc.wheelS.Axis_Y,Components.ReactionWheelSUnit.mount.n[2],False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,Axis_Z,0.577350269,1,True,0.577350269,0.577350269,SpacecraftDesignConfig.gnc.wheelS.Axis_Z,Components.ReactionWheelSUnit.mount.n[3],False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,Mass,0.18,kg,True,0.18,0.18,SpacecraftDesignConfig.gnc.wheelS.Mass,Components.ReactionWheelSUnit.wheelHousing.m,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,RCM_X,0.06,m,True,0.06,0.06,SpacecraftDesignConfig.gnc.wheelS.RCM_X,Components.ReactionWheelSUnit.wheelHousing.r_CM[1],False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,RCM_Y,0.04,m,True,0.04,0.04,SpacecraftDesignConfig.gnc.wheelS.RCM_Y,Components.ReactionWheelSUnit.wheelHousing.r_CM[2],False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,RCM_Z,0.12,m,True,0.12,0.12,SpacecraftDesignConfig.gnc.wheelS.RCM_Z,Components.ReactionWheelSUnit.wheelHousing.r_CM[3],False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,Inertia_XX,5.1e-05,kg·m²,True,5.1e-05,5.1e-05,SpacecraftDesignConfig.gnc.wheelS.Inertia_XX,Components.ReactionWheelSUnit.wheelHousing.I_11,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,Inertia_YY,5.1e-05,kg·m²,True,5.1e-05,5.1e-05,SpacecraftDesignConfig.gnc.wheelS.Inertia_YY,Components.ReactionWheelSUnit.wheelHousing.I_22,False
Component,GNC,wheelS,Components.ReactionWheelSUnit,Mechanical,Inertia_ZZ,7.5e-05,kg·m²,True,7.5e-05,7.5e-05,SpacecraftDesignConfig.gnc.wheelS.Inertia_ZZ,Components.ReactionWheelSUnit.wheelHousing.I_33,False
Component,GNC,starY,Components.StarTrackerYUnit,Electrical,LoadResistance,51.9,Ω,True,51.9,51.9,SpacecraftDesignConfig.gnc.starY.LoadResistance,Components.StarTrackerYUnit.imagerLoad.R,False
Component,GNC,starY,Components.StarTrackerYUnit,Thermal,HeatCapacity,150,J/K,True,150.0,150.0,SpacecraftDesignConfig.gnc.starY.HeatCapacity,Components.StarTrackerYUnit.opticalHead.C,False
Component,GNC,starY,Components.StarTrackerYUnit,Thermal,MountConductance,0.12,W/K,True,0.12,0.12,SpacecraftDesignConfig.gnc.starY.MountConductance,Components.StarTrackerYUnit.baffleMount.G,False
Component,GNC,starY,Components.StarTrackerYUnit,Mechanical,Mass,0.48,kg,True,0.48,0.48,SpacecraftDesignConfig.gnc.starY.Mass,Components.StarTrackerYUnit.opticalBody.m,False
Component,GNC,starY,Components.StarTrackerYUnit,Mechanical,RCM_X,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.starY.RCM_X,Components.StarTrackerYUnit.opticalBody.r_CM[1],False
Component,GNC,starY,Components.StarTrackerYUnit,Mechanical,RCM_Y,0.12,m,True,0.12,0.12,SpacecraftDesignConfig.gnc.starY.RCM_Y,Components.StarTrackerYUnit.opticalBody.r_CM[2],False
Component,GNC,starY,Components.StarTrackerYUnit,Mechanical,RCM_Z,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.starY.RCM_Z,Components.StarTrackerYUnit.opticalBody.r_CM[3],False
Component,GNC,starY,Components.StarTrackerYUnit,Mechanical,Inertia_XX,0.0015,kg·m²,True,0.0015,0.0015,SpacecraftDesignConfig.gnc.starY.Inertia_XX,Components.StarTrackerYUnit.opticalBody.I_11,False
Component,GNC,starY,Components.StarTrackerYUnit,Mechanical,Inertia_YY,0.001,kg·m²,True,0.001,0.001,SpacecraftDesignConfig.gnc.starY.Inertia_YY,Components.StarTrackerYUnit.opticalBody.I_22,False
Component,GNC,starY,Components.StarTrackerYUnit,Mechanical,Inertia_ZZ,0.0015,kg·m²,True,0.0015,0.0015,SpacecraftDesignConfig.gnc.starY.Inertia_ZZ,Components.StarTrackerYUnit.opticalBody.I_33,False
Component,GNC,starZ,Components.StarTrackerZUnit,Electrical,LoadResistance,51.9,Ω,True,51.9,51.9,SpacecraftDesignConfig.gnc.starZ.LoadResistance,Components.StarTrackerZUnit.trackerCalculation.activeResistance.R,False
Component,GNC,starZ,Components.StarTrackerZUnit,Thermal,HeatCapacity,135,J/K,True,135.0,135.0,SpacecraftDesignConfig.gnc.starZ.HeatCapacity,Components.StarTrackerZUnit.focalPlane.C,False
Component,GNC,starZ,Components.StarTrackerZUnit,Thermal,ThermalResistance,9.5,K/W,True,9.5,9.5,SpacecraftDesignConfig.gnc.starZ.ThermalResistance,Components.StarTrackerZUnit.isolator.R,False
Component,GNC,starZ,Components.StarTrackerZUnit,Electrical,EMIResistance,0.05,Ω,True,0.05,0.05,SpacecraftDesignConfig.gnc.starZ.EMIResistance,Components.StarTrackerZUnit.emiFilter.R,False
Component,GNC,starZ,Components.StarTrackerZUnit,Mechanical,Mass,0.52,kg,True,0.52,0.52,SpacecraftDesignConfig.gnc.starZ.Mass,Components.StarTrackerZUnit.trackerBody.m,False
Component,GNC,starZ,Components.StarTrackerZUnit,Mechanical,RCM_X,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.starZ.RCM_X,Components.StarTrackerZUnit.trackerBody.r_CM[1],False
Component,GNC,starZ,Components.StarTrackerZUnit,Mechanical,RCM_Y,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.starZ.RCM_Y,Components.StarTrackerZUnit.trackerBody.r_CM[2],False
Component,GNC,starZ,Components.StarTrackerZUnit,Mechanical,RCM_Z,0.11,m,True,0.11,0.11,SpacecraftDesignConfig.gnc.starZ.RCM_Z,Components.StarTrackerZUnit.trackerBody.r_CM[3],False
Component,GNC,starZ,Components.StarTrackerZUnit,Mechanical,Inertia_XX,0.0016,kg·m²,True,0.0016,0.0016,SpacecraftDesignConfig.gnc.starZ.Inertia_XX,Components.StarTrackerZUnit.trackerBody.I_11,False
Component,GNC,starZ,Components.StarTrackerZUnit,Mechanical,Inertia_YY,0.0016,kg·m²,True,0.0016,0.0016,SpacecraftDesignConfig.gnc.starZ.Inertia_YY,Components.StarTrackerZUnit.trackerBody.I_22,False
Component,GNC,starZ,Components.StarTrackerZUnit,Mechanical,Inertia_ZZ,0.001,kg·m²,True,0.001,0.001,SpacecraftDesignConfig.gnc.starZ.Inertia_ZZ,Components.StarTrackerZUnit.trackerBody.I_33,False
Component,GNC,rateGyro,Components.RateGyroUnit,Electrical,LoadResistance,28,Ω,True,28.0,28.0,SpacecraftDesignConfig.gnc.rateGyro.LoadResistance,Components.RateGyroUnit.opticalLoad.R,False
Component,GNC,rateGyro,Components.RateGyroUnit,Thermal,HeatCapacity,240,J/K,True,240.0,240.0,SpacecraftDesignConfig.gnc.rateGyro.HeatCapacity,Components.RateGyroUnit.gyroThermalMass.C,False
Component,GNC,rateGyro,Components.RateGyroUnit,Thermal,MountConductance,0.26,W/K,True,0.26,0.26,SpacecraftDesignConfig.gnc.rateGyro.MountConductance,Components.RateGyroUnit.flangePath.G,False
Component,GNC,rateGyro,Components.RateGyroUnit,Mechanical,Mass,0.68,kg,True,0.68,0.68,SpacecraftDesignConfig.gnc.rateGyro.Mass,Components.RateGyroUnit.gyroBody.m,False
Component,GNC,rateGyro,Components.RateGyroUnit,Mechanical,RCM_X,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.rateGyro.RCM_X,Components.RateGyroUnit.gyroBody.r_CM[1],False
Component,GNC,rateGyro,Components.RateGyroUnit,Mechanical,RCM_Y,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.rateGyro.RCM_Y,Components.RateGyroUnit.gyroBody.r_CM[2],False
Component,GNC,rateGyro,Components.RateGyroUnit,Mechanical,RCM_Z,0,m,True,0.0,0.0,SpacecraftDesignConfig.gnc.rateGyro.RCM_Z,Components.RateGyroUnit.gyroBody.r_CM[3],False
Component,GNC,rateGyro,Components.RateGyroUnit,Mechanical,Inertia_XX,0.0022,kg·m²,True,0.0022,0.0022,SpacecraftDesignConfig.gnc.rateGyro.Inertia_XX,Components.RateGyroUnit.gyroBody.I_11,False
Component,GNC,rateGyro,Components.RateGyroUnit,Mechanical,Inertia_YY,0.0022,kg·m²,True,0.0022,0.0022,SpacecraftDesignConfig.gnc.rateGyro.Inertia_YY,Components.RateGyroUnit.gyroBody.I_22,False
Component,GNC,rateGyro,Components.RateGyroUnit,Mechanical,Inertia_ZZ,0.0022,kg·m²,True,0.0022,0.0022,SpacecraftDesignConfig.gnc.rateGyro.Inertia_ZZ,Components.RateGyroUnit.gyroBody.I_33,False
Component,GNC,memsIMU,Components.MEMSIMUUnit,Electrical,LoadResistance,84.6,Ω,True,84.6,84.6,SpacecraftDesignConfig.gnc.memsIMU.LoadResistance,Components.MEMSIMUUnit.sensorLoad.R,False
